No.,UID,Ward,Name,Designation,Department,Password
902,MUMRC20029,R/Central,Er. Eknath Mandlik,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
903,MUMRC20030,R/Central,Er. Siddharth Kadam,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
904,MUMRC20031,R/Central,Er. Manoj Khopkar,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
905,MUMRC20032,R/Central,Er. Jayant Chavan,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
906,MUMRC20033,R/Central,Er. Chetan Raut,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
907,MUMRC20034,R/Central,Er. Shirish Tambe,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
908,MUMRC20035,R/Central,Er. Sachin Koli,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
909,MUMRC20036,R/Central,Er. Satish Mohite,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
910,MUMRC20037,R/Central,Er. Tushar Mane,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
911,MUMRC20038,R/Central,Er. Mangesh Gokhale,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
912,MUMRC20039,R/Central,Er. Mahesh Gharpure,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
913,MUMRC20040,R/Central,Er. Kishor Narvekar,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
914,MUMRC20041,R/Central,Er. Devendra Gaikwad,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
915,MUMRC20042,R/Central,Er. Umesh Thakur,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
916,MUMRC20043,R/Central,Er. Prakash Kamble,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
917,MUMRC20044,R/Central,Er. Ramesh Gholap,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
918,MUMRN21010,R/North,Er. Shrikant Solanki,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
919,MUMRN21011,R/North,Er. Tanaji Bandal,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
920,MUMRN21012,R/North,Er. Bhupesh Rane,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
921,MUMRN21013,R/North,Er. Pradeep Wani,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
922,MUMRN21014,R/North,Er. Pandurang Vaidya,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
923,MUMRN21015,R/North,Er. Kailas Deshmukh,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
924,MUMRN21016,R/North,Er. Girish Bhoir,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
925,MUMRN21017,R/North,Er. Nitin Bhosle,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
926,MUMRN21018,R/North,Er. Prashant Sonawane,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
927,MUMRN21019,R/North,Er. Rohit Waghmare,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
928,MUMRN21020,R/North,Er. Abhay Thorat,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
929,MUMRN21021,R/North,Er. Dilip Bhide,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
930,MUMRN21022,R/North,Er. Subhash Bhalerao,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
931,MUMRN21023,R/North,Er. Pramod Malvankar,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
932,MUMRN21024,R/North,Er. Atul Patil,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
933,MUMRN21025,R/North,Er. Suresh Chaudhari,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
934,MUMRN21026,R/North,Er. Ravindra Sawant,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
935,MUMRN21027,R/North,Er. Ajit Londhe,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
936,MUMRN21028,R/North,Er. Sambhaji Pednekar,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
937,MUMRN21029,R/North,Er. Jitendra Dhumal,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
938,MUMRN21030,R/North,Er. Hemant Tawde,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
939,MUMRN21031,R/North,Er. Gajanan Jagdale,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
940,MUMRN21032,R/North,Er. Dnyaneshwar Shirodkar,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
941,MUMRN21033,R/North,Er. Manohar More,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
942,MUMRN21034,R/North,Er. Vilas Mhatre,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
943,MUMRN21035,R/North,Er. Vinod Shinde,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
944,MUMRN21036,R/North,Er. Sameer Kharat,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
945,MUMRN21037,R/North,Er. Rajendra Salvi,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
946,MUMRN21038,R/North,Er. Deepak Suryavanshi,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
947,MUMRN21039,R/North,Er. Ashok Parab,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
948,MUMRN21040,R/North,Er. Sudhakar Kute,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
949,MUMRN21041,R/North,Er. Yogesh Pardeshi,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
950,MUMRN21042,R/North,Er. Sunil Jadhav,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
951,MUMRN21043,R/North,Er. Sudhir Gharat,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
952,MUMRN21044,R/North,Er. Santosh Pawar,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
953,MUMRS22010,R/South,Er. Bhagwan Sutar,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
954,MUMRS22011,R/South,Er. Vivek Gore,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
955,MUMRS22012,R/South,Er. Arun Vichare,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
956,MUMRS22013,R/South,Er. Dattatray Kulkarni,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
957,MUMRS22014,R/South,Er. Baban Kokate,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
958,MUMRS22015,R/South,Er. Bhalchandra Mandlik,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
959,MUMRS22016,R/South,Er. Vijay Kadam,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
960,MUMRS22017,R/South,Er. Chandrashekhar Khopkar,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
961,MUMRS22018,R/South,Er. Amol Chavan,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
962,MUMRS22019,R/South,Er. Kiran Raut,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
963,MUMRS22020,R/South,Er. Ganesh Tambe,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
964,MUMRS22021,R/South,Er. Milind Koli,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
965,MUMRS22022,R/South,Er. Vasant Mohite,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
966,MUMRS22023,R/South,Er. Swapnil Mane,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
967,MUMRS22024,R/South,Er. Anil Gokhale,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
968,MUMRS22025,R/South,Er. Sandip Gharpure,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
969,MUMRS22026,R/South,Er. Avinash Narvekar,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
970,MUMRS22027,R/South,Er. Kishore Gaikwad,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
971,MUMRS22028,R/South,Er. Rajesh Thakur,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
972,MUMRS22029,R/South,Er. Sanjay Kamble,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
973,MUMRS22030,R/South,Er. Shashikant Gholap,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
974,MUMRS22031,R/South,Er. Eknath Solanki,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
975,MUMRS22032,R/South,Er. Siddharth Bandal,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
976,MUMRS22033,R/South,Er. Manoj Rane,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
977,MUMRS22034,R/South,Er. Jayant Wani,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
978,MUMRS22035,R/South,Er. Chetan Vaidya,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
979,MUMRS22036,R/South,Er. Shirish Deshmukh,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
980,MUMRS22037,R/South,Er. Sachin Bhoir,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
981,MUMRS22038,R/South,Er. Satish Bhosle,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
982,MUMRS22039,R/South,Er. Tushar Sonawane,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
983,MUMRS22040,R/South,Er. Mangesh Waghmare,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
984,MUMRS22041,R/South,Er. Mahesh Thorat,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
985,MUMRS22042,R/South,Er. Kishor Bhide,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
986,MUMRS22043,R/South,Er. Devendra Bhalerao,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
987,MUMRS22044,R/South,Er. Umesh Malvankar,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
988,MUMS023010,S,Er. Prakash Patil,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
989,MUMS023011,S,Er. Ramesh Chaudhari,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
990,MUMS023012,S,Er. Shrikant Sawant,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
991,MUMS023013,S,Er. Tanaji Londhe,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
992,MUMS023014,S,Er. Bhupesh Pednekar,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
993,MUMS023015,S,Er. Pradeep Dhumal,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
994,MUMS023016,S,Er. Pandurang Tawde,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
995,MUMS023017,S,Er. Kailas Jagdale,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
996,MUMS023018,S,Er. Girish Shirodkar,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
997,MUMS023019,S,Er. Nitin More,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
998,MUMS023020,S,Er. Prashant Mhatre,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
999,MUMS023021,S,Er. Rohit Shinde,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1000,MUMS023022,S,Er. Abhay Kharat,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1001,MUMS023023,S,Er. Dilip Salvi,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1002,MUMS023024,S,Er. Subhash Suryavanshi,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1003,MUMS023025,S,Er. Pramod Parab,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1004,MUMS023026,S,Er. Atul Kute,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1005,MUMS023027,S,Er. Suresh Pardeshi,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1006,MUMS023028,S,Er. Ravindra Jadhav,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1007,MUMS023029,S,Er. Ajit Gharat,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1008,MUMS023030,S,Er. Sambhaji Pawar,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1009,MUMS023031,S,Er. Jitendra Sutar,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1010,MUMS023032,S,Er. Hemant Gore,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1011,MUMS023033,S,Er. Gajanan Vichare,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1012,MUMS023034,S,Er. Dnyaneshwar Kulkarni,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1013,MUMS023035,S,Er. Manohar Kokate,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1014,MUMS023036,S,Er. Vilas Mandlik,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1015,MUMS023037,S,Er. Vinod Kadam,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1016,MUMS023038,S,Er. Sameer Khopkar,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1017,MUMS023039,S,Er. Rajendra Chavan,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1018,MUMS023040,S,Er. Deepak Raut,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1019,MUMS023041,S,Er. Ashok Tambe,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1020,MUMS023042,S,Er. Sudhakar Koli,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1021,MUMS023043,S,Er. Yogesh Mohite,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1022,MUMS023044,S,Er. Sunil Mane,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1023,MUMT024010,T,Er. Sudhir Gokhale,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
1024,MUMT024011,T,Er. Santosh Gharpure,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
1025,MUMT024012,T,Er. Bhagwan Narvekar,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
1026,MUMT024013,T,Er. Vivek Gaikwad,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
1027,MUMT024014,T,Er. Arun Thakur,Field Engineer (Mechanical & Electrical),BMC Mechanical & Electrical Department,mum_engg
1028,MUMT024015,T,Er. Dattatray Kamble,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
1029,MUMT024016,T,Er. Baban Gholap,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
1030,MUMT024017,T,Er. Bhalchandra Solanki,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
1031,MUMT024018,T,Er. Vijay Bandal,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
1032,MUMT024019,T,Er. Chandrashekhar Rane,Field Engineer (Roads & Pavements),BMC Roads Department,mum_engg
1033,MUMT024020,T,Er. Amol Wani,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1034,MUMT024021,T,Er. Kiran Vaidya,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1035,MUMT024022,T,Er. Ganesh Deshmukh,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1036,MUMT024023,T,Er. Milind Bhoir,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1037,MUMT024024,T,Er. Vasant Bhosle,Field Engineer (Solid Waste Operations),BMC Solid Waste Management Department,mum_engg
1038,MUMT024025,T,Er. Swapnil Sonawane,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1039,MUMT024026,T,Er. Anil Waghmare,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1040,MUMT024027,T,Er. Sandip Thorat,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1041,MUMT024028,T,Er. Avinash Bhide,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1042,MUMT024029,T,Er. Kishore Bhalerao,Field Engineer (Storm Water Drains),BMC Storm Water Drains Department (SWD),mum_engg
1043,MUMT024030,T,Er. Rajesh Malvankar,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1044,MUMT024031,T,Er. Sanjay Patil,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1045,MUMT024032,T,Er. Shashikant Chaudhari,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1046,MUMT024033,T,Er. Eknath Sawant,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1047,MUMT024034,T,Er. Siddharth Londhe,Field Engineer (Hydraulic / Water Supply),BMC Hydraulic Engineer's Department,mum_engg
1048,MUMT024035,T,Er. Manoj Pednekar,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1049,MUMT024036,T,Er. Jayant Dhumal,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1050,MUMT024037,T,Er. Chetan Tawde,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1051,MUMT024038,T,Er. Shirish Jagdale,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1052,MUMT024039,T,Er. Sachin Shirodkar,Field Engineer (Gardens & Horticulture),BMC Gardens Department,mum_engg
1053,MUMT024040,T,Er. Satish More,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1054,MUMT024041,T,Er. Tushar Mhatre,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1055,MUMT024042,T,Er. Mangesh Shinde,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1056,MUMT024043,T,Er. Mahesh Kharat,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
1057,MUMT024044,T,Er. Kishor Salvi,Field Engineer (Sewerage Networks),BMC Sewerage Operations Department,mum_engg
